file,inspection,system_area,related_plan_entries,bytes,lines,sha256
services/backend/src/Aumbrye.Api/appsettings.Testing.json,automated full-file text/structure scan; manual per-file review not asserted,backend,"T05–T07, T14–T22; backend validation gate",32,3,e2dd0157aee8395b83b17348fa4bb144f592187033fd6564ed1bfe07cfd5aede
services/backend/src/Aumbrye.Api/appsettings.json,automated full-file text/structure scan; manual per-file review not asserted,backend,"T05–T07, T14–T22; backend validation gate",558,21,a7f0eaa16e4c9f25b7f8b07f55d60310af02a83b6d32ba718abe573d604de46f
services/backend/src/Aumbrye.Application/Abstractions/IApplicationServices.cs,automated full-file text/structure scan; manual per-file review not asserted,backend,"T05–T07, T14–T22; backend validation gate",5209,155,48098fd1e5186e8d17f7b1eca5959ee2f2aa49072e7f6e99d5fad0d34ef027c8
services/backend/src/Aumbrye.Application/Aumbrye.Application.csproj,automated full-file text/structure scan; manual per-file review not asserted,backend,"T05–T07, T14–T22; backend validation gate",534,17,26ed49d8c62a012a45644f8dfbb345268ac0498bf9a344cbf8a81b01b5803bc6
services/backend/src/Aumbrye.Application/Services/ApiMetrics.cs,automated full-file text/structure scan; manual per-file review not asserted,backend,"T05–T07, T14–T22; backend validation gate",513,17,44f86c50ede97641e274731a9d9ab9c7a498a781911ab8f5b3847b404a219747
services/backend/src/Aumbrye.Application/Services/AuthService.cs,automated full-file text/structure scan; manual per-file review not asserted,backend,"T05–T07, T14–T22; backend validation gate",18072,445,7b5425d0ea94f6ad0169ef2f61dfb40377b1cedde741b2a4af9c2cda6625f628
services/backend/src/Aumbrye.Application/Services/CharacterStateService.cs,automated full-file text/structure scan; manual per-file review not asserted,backend,"T05–T07, T14–T22; backend validation gate",9668,280,97e83115598eacc4dd6fa01c0c6dafb59b9274e011694c0f1abb196a066808a1
services/backend/src/Aumbrye.Application/Services/LeaderboardMemberFormat.cs,automated full-file text/structure scan; manual per-file review not asserted,backend,"T05–T07, T14–T22; backend validation gate",1778,42,6ab8602c02fcd5ae9fdc7e569d3dbdf0be9d5e426c0482972a5fa0c8cfc94f6a
services/backend/src/Aumbrye.Application/Services/LeaderboardService.cs,automated full-file text/structure scan; manual per-file review not asserted,backend,"T05–T07, T14–T22; backend validation gate",8914,254,2d053b07e940e275d626f4dafd0664f033ecbf14f2f144079dfd663ab94f5116
services/backend/src/Aumbrye.Application/Services/LootInstanceIds.cs,automated full-file text/structure scan; manual per-file review not asserted,backend,"T05–T07, T14–T22; backend validation gate",1656,45,c40bf4be07e18442189b6dc8d936368e9d982d990334b986da65b2ca6bb4a9b6
services/backend/src/Aumbrye.Application/Services/RunService.cs,automated full-file text/structure scan; manual per-file review not asserted,backend,"T05–T07, T14–T22; backend validation gate",18943,474,db89f502f4608a28b2c439141b2163c9009218512f50bdfcd2da63441aa04c27
services/backend/src/Aumbrye.Application/Services/SaveService.cs,automated full-file text/structure scan; manual per-file review not asserted,backend,"T05–T07, T14–T22; backend validation gate",6512,176,9e2d5b831e51aaecbe3e503d415bb9a37fda4e6fe2df1ddc5a88bf69fd473a66
services/backend/src/Aumbrye.Application/Services/SaveStateValidator.cs,automated full-file text/structure scan; manual per-file review not asserted,backend,"T05–T07, T14–T22; backend validation gate",9377,237,6797211032ff025abc6caf36ce3a1504f95247a604d1bac8c3acfdbadd4c6027
services/backend/src/Aumbrye.Domain/Aumbrye.Domain.csproj,automated full-file text/structure scan; manual per-file review not asserted,backend,"T05–T07, T14–T22; backend validation gate",141,7,bbc19a6e45096aec3b72f9477f6360308fcf66b62701832a4ad4991c2d9b46d7
services/backend/src/Aumbrye.Domain/Entities/Account.cs,automated full-file text/structure scan; manual per-file review not asserted,backend,"T05–T07, T14–T22; backend validation gate",602,15,eecb009cfcfee6d54bb99fcf56c992a67037c8932be778393dd83b6f428d03c5
services/backend/src/Aumbrye.Domain/Entities/RefreshToken.cs,automated full-file text/structure scan; manual per-file review not asserted,backend,"T05–T07, T14–T22; backend validation gate",574,15,bb630135d633878c85365ccc081380a3fd5d66039244c4b69862c176ef911acc
services/backend/src/Aumbrye.Domain/Entities/Run.cs,automated full-file text/structure scan; manual per-file review not asserted,backend,"T05–T07, T14–T22; backend validation gate",2386,58,c8baaa57b468b5a4174c8e77d8aef4af706355067d1e9ca7b315788f2bad9630
services/backend/src/Aumbrye.Domain/Entities/SaveBlob.cs,automated full-file text/structure scan; manual per-file review not asserted,backend,"T05–T07, T14–T22; backend validation gate",251,9,0f78bca19635f1c1086e215bfc403e433954122ccd50a2037e4bb618bebb8112
services/backend/src/Aumbrye.Domain/Entities/SaveBlobQuarantine.cs,automated full-file text/structure scan; manual per-file review not asserted,backend,"T05–T07, T14–T22; backend validation gate",686,18,646605e7dcde6f976a131ffaf95d54a7360130de18d8504a5ed0f5aa3b9aa314
services/backend/src/Aumbrye.Infrastructure/Aumbrye.Infrastructure.csproj,automated full-file text/structure scan; manual per-file review not asserted,backend,"T05–T07, T14–T22; backend validation gate",1358,30,7333d39058f8daba3f8d9a7ba5e948df050381a1418ff752d10611ae08b059a3
services/backend/src/Aumbrye.Infrastructure/Caching/DungeonCache.cs,automated full-file text/structure scan; manual per-file review not asserted,backend,"T05–T07, T14–T22; backend validation gate",4465,123,6986190e06472c76c4c719d46a522505b844ab148d71e41b51975c0edf058a16
services/backend/src/Aumbrye.Infrastructure/Caching/RedisLeaderboardService.cs,automated full-file text/structure scan; manual per-file review not asserted,backend,"T05–T07, T14–T22; backend validation gate",8017,203,1ee180b6732016cb3408acf40c688bad637601db53a8c8990155002ad3e6afa5
services/backend/src/Aumbrye.Infrastructure/DependencyInjection.cs,automated full-file text/structure scan; manual per-file review not asserted,backend,"T05–T07, T14–T22; backend validation gate",3716,83,f1b30b7c5d9b43cfae7dece854627f5ec439b6a322bd46a630fbfaf68e3ecf9e
services/backend/src/Aumbrye.Infrastructure/Hosted/RefreshTokenCleanupService.cs,automated full-file text/structure scan; manual per-file review not asserted,backend,"T05–T07, T14–T22; backend validation gate",2364,64,eeabe0fd233dc15fd9fe707cdc68a490f3e671ccb9a9a2578942d9a0a47922bc
services/backend/src/Aumbrye.Infrastructure/Persistence/AumbryeDbContext.cs,automated full-file text/structure scan; manual per-file review not asserted,backend,"T05–T07, T14–T22; backend validation gate",2952,71,938479ec3a06418ef048cd76fe086e6ce20c995999b4eabe7511f71770395616
services/backend/src/Aumbrye.Infrastructure/Persistence/AumbryeDbContextFactory.cs,automated full-file text/structure scan; manual per-file review not asserted,backend,"T05–T07, T14–T22; backend validation gate",577,13,f4f4a453a0a5ac3fcedadacf02af01cc2b60a6851dcd4699ab397e604c8e5208
services/backend/src/Aumbrye.Infrastructure/Persistence/Migrations/20260807080010_InitialCreate.Designer.cs,automated full-file text/structure scan; manual per-file review not asserted,backend,"T05–T07, T14–T22; backend validation gate",7956,219,3a197f0add2e313475ba4906729925aab10afe081ea4876315b5b3bf707f5b88
services/backend/src/Aumbrye.Infrastructure/Persistence/Migrations/20260807080010_InitialCreate.cs,automated full-file text/structure scan; manual per-file review not asserted,backend,"T05–T07, T14–T22; backend validation gate",6992,153,8f03ccfa077d2ff5fc4168786219d86c96b4564968795f5ecc380b90884e0e15
services/backend/src/Aumbrye.Infrastructure/Persistence/Migrations/AumbryeDbContextModelSnapshot.cs,automated full-file text/structure scan; manual per-file review not asserted,backend,"T05–T07, T14–T22; backend validation gate",7856,216,fb0740c4cc00b9718e44b5e9f06de6422be448bdf74c77c7b7d8e96052bb21b7
services/backend/src/Aumbrye.Infrastructure/Security/AuthInfrastructure.cs,automated full-file text/structure scan; manual per-file review not asserted,backend,"T05–T07, T14–T22; backend validation gate",3884,91,f51d62f4dac7750e978b6829f8a75a3ccdfdb8e5b376293ecf3ad9c592d318b0
services/backend/src/Aumbrye.Infrastructure/Security/JwtSigningKey.cs,automated full-file text/structure scan; manual per-file review not asserted,backend,"T05–T07, T14–T22; backend validation gate",1505,49,809793212c2d4dde845611c4926d467035f34cbc9c7bf7c13f72100ae78c12b1
services/backend/src/Aumbrye.Infrastructure/Security/SteamAuthService.cs,automated full-file text/structure scan; manual per-file review not asserted,backend,"T05–T07, T14–T22; backend validation gate",5085,106,7ad2ddc32d48da90bc1e8c0404008ab594be6f0298ca5ca53d34c5554e6185c4
tools/.generated-manifest.json,automated full-file text/structure scan; manual per-file review not asserted,configuration/tooling,"T11, T25, Q04–Q07",3,1,ca3d163bab055381827226140568f3bef7eaac187cebd76878e0b63e9e442356
tools/add_settings_strings.mjs,automated full-file text/structure scan; manual per-file review not asserted,configuration/tooling,"T11, T25, Q04–Q07",6158,145,3414f69828f604c423c52dd31547be6b4b44dfeb0962a4d1c4f05d31f77e2114
tools/audio_synth.py,automated full-file text/structure scan; manual per-file review not asserted,configuration/tooling,"T11, T25, Q04–Q07",23129,563,e38cdf9e1c7703a7fbbf902a7955004104842a953ec895cff37e6508bc52d5d5
tools/balance-export.mjs,automated full-file text/structure scan; manual per-file review not asserted,configuration/tooling,"T11, T25, Q04–Q07",5045,139,f73ac620f05af13513fe60b1a03392e0c5be84dc4da19992ad42fb7b1d46327e
tools/dedupe_strings_csv.mjs,automated full-file text/structure scan; manual per-file review not asserted,configuration/tooling,"T11, T25, Q04–Q07",1211,42,fa97cd3f0b56d235ee36f08c5d2bd2d0e37df38bd948fa209a01e39230d1d20e
tools/fill_warden_extras.mjs,automated full-file text/structure scan; manual per-file review not asserted,configuration/tooling,"T11, T25, Q04–Q07",2275,71,2d14de81459d04f66c81b861b5bccd99033bb5502985e703569cc69648b4d51c
tools/find_missing_strings.mjs,automated full-file text/structure scan; manual per-file review not asserted,configuration/tooling,"T11, T25, Q04–Q07",1857,50,6041a5244675636a39fd1d9557a17259020612ac6fecc25e5675e93d05e5bd83
tools/gen_content.py,automated full-file text/structure scan; manual per-file review not asserted,configuration/tooling,"T11, T25, Q04–Q07",33023,943,3adac147a7fc2e18472a672d81ea3c2f2a4afb79e12c7c0d713a417b0ae0962e
tools/gen_input_glyphs.mjs,automated full-file text/structure scan; manual per-file review not asserted,configuration/tooling,"T11, T25, Q04–Q07",8057,203,2d94bd0fea328b2cfa89de60eab2199057aace3c3acf39ec2a7ffbb736b35909
tools/gen_loot_tables.mjs,automated full-file text/structure scan; manual per-file review not asserted,configuration/tooling,"T11, T25, Q04–Q07",5777,174,37b22b5f674900fb1360afe58ad61bab555f3be1b3854a7934f3ad014e858d03
tools/generate_character_voxels.py,automated full-file text/structure scan; manual per-file review not asserted,configuration/tooling,"T11, T25, Q04–Q07",14644,371,32ab2f25e09acc637435615337a6ac16f8962930e4943438072adb956d9a2f0a
tools/generate_class_icons.mjs,automated full-file text/structure scan; manual per-file review not asserted,configuration/tooling,"T11, T25, Q04–Q07",2947,96,d0f1e2bd77e8b1468679e06e2548fb6be6e8cde7bcd1442edde8b923798cc6a7
tools/generate_class_icons.py,automated full-file text/structure scan; manual per-file review not asserted,configuration/tooling,"T11, T25, Q04–Q07",6351,177,a8a185689efba98363600e83b3a2ac343817d26408ce7d069763db34ee94b483
tools/generate_expansion_biomes.py,automated full-file text/structure scan; manual per-file review not asserted,configuration/tooling,"T11, T25, Q04–Q07",12192,357,b06c85f6847bbb4f04bc967ef847d94173f9b7f3d7fa4482d085dd2a9c70d305
tools/generate_foley.py,automated full-file text/structure scan; manual per-file review not asserted,configuration/tooling,"T11, T25, Q04–Q07",25350,565,9d73e21d512a7a88f693a8b8ed44c3e997a66b188fd0532d2bffd86327d375c5
tools/generate_music.py,automated full-file text/structure scan; manual per-file review not asserted,configuration/tooling,"T11, T25, Q04–Q07",15147,359,991e4bc4ef439429a167a8ded8508948f7194cb9e6dab715139b1ebaac0f1aef
tools/generate_pixel_diorama_materials.py,automated full-file text/structure scan; manual per-file review not asserted,configuration/tooling,"T11, T25, Q04–Q07",6449,220,9d732f4e6aed460a5ade83487e14facac730a21ebb5488d311fac4e4fcad8739
tools/generate_project_structure.py,automated full-file text/structure scan; manual per-file review not asserted,configuration/tooling,"T11, T25, Q04–Q07",7460,201,28b13e19487f2db53d50afec119fbada2149a3a63a8a334645638329e55eb214
tools/generate_sfx.py,automated full-file text/structure scan; manual per-file review not asserted,configuration/tooling,"T11, T25, Q04–Q07",17997,410,fbb2a751dfc8bd156b9a7edd9ed421725bcda2e96577c7984008ccc199f700be
tools/generate_tile_atlases.py,automated full-file text/structure scan; manual per-file review not asserted,configuration/tooling,"T11, T25, Q04–Q07",12270,307,6b6330d59683c179f58ffa22a11be103ce0489d36a3ae8b8789b9fd766ceb31e
tools/generate_ui_assets.py,automated full-file text/structure scan; manual per-file review not asserted,configuration/tooling,"T11, T25, Q04–Q07",4995,117,433f7cf23cba40825b0b228bdc71756d61f5f774fd782d4a15aa2a87efc161a5
tools/generate_weather_audio.py,automated full-file text/structure scan; manual per-file review not asserted,configuration/tooling,"T11, T25, Q04–Q07",5599,135,dd87d30f351f5c2334e0a38a06ee732a74608fbece1f3e39d9c2c32258f27f1e
tools/generated_manifest.py,automated full-file text/structure scan; manual per-file review not asserted,configuration/tooling,"T11, T25, Q04–Q07",1684,57,515ee33c8f3777ba6f6e82a454438ef18383ef8e0839d0cbd94b4b77dc2c0107
tools/icon-gen/atlas_build.py,automated full-file text/structure scan; manual per-file review not asserted,configuration/tooling,"T11, T25, Q04–Q07",15256,393,c565f9920efc6f9e196e3ed321c3037c17266eeb00dd0e8ab7710f0ce72afd45
tools/icon-gen/curated.py,automated full-file text/structure scan; manual per-file review not asserted,configuration/tooling,"T11, T25, Q04–Q07",5469,126,20636bd164734af7534633baf7dafb723d387ce2d734233a8f7dd7affa0fddab
tools/icon-gen/item_icons.py,automated full-file text/structure scan; manual per-file review not asserted,configuration/tooling,"T11, T25, Q04–Q07",12088,302,5d89f1c004ad63d3f69e2a66e576627dd1fefaaffd22271495c930381a82a3b5
tools/icon-gen/minimap_icons.py,automated full-file text/structure scan; manual per-file review not asserted,configuration/tooling,"T11, T25, Q04–Q07",6593,230,c36a834ff74641cd3ac323a256363afdccde1bb56b2f9c72265f9c15741f9d59
tools/icon-gen/pixel.py,automated full-file text/structure scan; manual per-file review not asserted,configuration/tooling,"T11, T25, Q04–Q07",11695,275,a86b55e22cabeb0a943e7a969bc9a6eed3e466820a89b9479b966fafc6e36daf
tools/icon-gen/shapes.py,automated full-file text/structure scan; manual per-file review not asserted,configuration/tooling,"T11, T25, Q04–Q07",19841,761,3823be5703f7a5fda25aa9c27b1f28e3f36d9eed41384355ca36edab5965eb0a
